Area_Name,Year,Group_Name,K_A_Cases_Reported,K_A_Female_10_15_Years,K_A_Female_15_18_Years,K_A_Female_18_30_Years,K_A_Female_30_50_Years,K_A_Female_Above_50_Years,K_A_Female_Total,K_A_Female_Upto_10_Years,K_A_Grand_Total,K_A_Male_10_15_Years,K_A_Male_15_18_Years,K_A_Male_18_30_Years,K_A_Male_30_50_Years,K_A_Male_Above_50_Years,K_A_Male_Total,K_A_Male_Upto_10_Years
Punjab,2004,Kidnap - For Prostitution,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
Rajasthan,2004,Kidnap - For Prostitution,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0
Sikkim,2004,Kidnap - For Prostitution,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
Tamil Nadu,2004,Kidnap - For Prostitution,2,0,0,3,0,0,3,0,3,0,0,0,0,0,0,0
Tripura,2004,Kidnap - For Prostitution,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Uttar Pradesh,2004,Kidnap - For Prostitution,28,1,4,21,2,0,28,0,28,0,0,0,0,0,0,0
West Bengal,2004,Kidnap - For Prostitution,17,5,11,5,0,0,21,0,21,0,0,0,0,0,0,0
Andhra Pradesh,2004,Kidnap - For Ransom,18,0,0,2,0,0,3,1,18,0,3,4,2,1,15,5
Arunachal Pradesh,2004,Kidnap - For Ransom,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Assam,2004,Kidnap - For Ransom,59,0,0,26,13,0,39,0,59,0,0,16,4,0,20,0
Bihar,2004,Kidnap - For Ransom,405,0,0,1,3,0,4,0,405,8,0,207,175,8,401,3
Chandigarh,2004,Kidnap - For Ransom,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
Chhattisgarh,2004,Kidnap - For Ransom,12,0,4,0,0,0,6,2,12,1,0,2,1,0,6,2
Delhi,2004,Kidnap - For Ransom,28,0,0,0,0,0,1,1,29,4,7,3,3,0,28,11
Gujarat,2004,Kidnap - For Ransom,36,0,0,1,0,0,1,0,37,1,1,12,19,0,36,3
Haryana,2004,Kidnap - For Ransom,8,0,0,1,0,0,1,0,8,0,3,2,0,0,7,2
Himachal Pradesh,2004,Kidnap - For Ransom,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
Jammu & Kashmir,2004,Kidnap - For Ransom,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jharkhand,2004,Kidnap - For Ransom,72,0,0,8,0,0,10,2,21,0,0,5,5,0,11,1
Karnataka,2004,Kidnap - For Ransom,13,0,0,2,0,0,2,0,18,0,0,6,6,3,16,1
Madhya Pradesh,2004,Kidnap - For Ransom,86,0,1,0,0,0,1,0,86,6,1,29,37,9,85,3
Maharashtra,2004,Kidnap - For Ransom,25,2,0,1,2,0,8,3,28,3,1,10,1,1,20,4
Manipur,2004,Kidnap - For Ransom,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Meghalaya,2004,Kidnap - For Ransom,14,0,0,0,0,0,0,0,14,0,1,1,10,0,14,2
Mizoram,2004,Kidnap - For Ransom,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2004,Kidnap - For Ransom,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Odisha,2004,Kidnap - For Ransom,2,0,0,0,0,0,0,0,2,0,0,2,0,0,2,0
Punjab,2004,Kidnap - For Ransom,5,1,0,0,0,0,2,1,5,0,0,1,0,1,3,1
Rajasthan,2004,Kidnap - For Ransom,7,0,0,0,0,0,0,0,7,1,0,4,2,0,7,0
Tamil Nadu,2004,Kidnap - For Ransom,5,0,0,0,0,0,0,0,5,0,0,3,2,0,5,0
Tripura,2004,Kidnap - For Ransom,39,0,0,0,0,0,0,0,90,4,0,49,35,2,90,0
Uttar Pradesh,2004,Kidnap - For Ransom,285,1,0,20,15,0,37,1,285,31,35,90,67,8,248,17
Uttarakhand,2004,Kidnap - For Ransom,5,0,0,0,0,0,0,0,5,1,0,1,3,0,5,0
West Bengal,2004,Kidnap - For Ransom,14,0,0,2,0,0,2,0,15,0,0,4,4,1,13,4
Andhra Pradesh,2004,Kidnap - For Revenge,87,0,6,7,2,0,19,4,87,2,4,23,24,11,68,4
Arunachal Pradesh,2004,Kidnap - For Revenge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Assam,2004,Kidnap - For Revenge,15,0,0,9,4,0,15,2,15,0,0,0,0,0,0,0
Bihar,2004,Kidnap - For Revenge,152,0,0,0,0,0,0,0,152,3,0,107,39,2,152,1
Chandigarh,2004,Kidnap - For Revenge,4,0,1,0,0,0,2,1,4,0,0,0,1,0,2,1
Chhattisgarh,2004,Kidnap - For Revenge,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
Delhi,2004,Kidnap - For Revenge,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
Gujarat,2004,Kidnap - For Revenge,24,0,0,0,0,0,0,0,24,0,0,16,8,0,24,0
Haryana,2004,Kidnap - For Revenge,23,0,0,8,0,0,8,0,23,0,0,9,6,0,15,0
Himachal Pradesh,2004,Kidnap - For Revenge,2,0,0,0,0,0,0,0,2,0,0,0,2,0,2,0
Jammu & Kashmir,2004,Kidnap - For Revenge,15,0,0,7,0,0,7,0,16,0,0,9,0,0,9,0
Jharkhand,2004,Kidnap - For Revenge,2,0,0,0,0,0,0,0,2,0,0,2,0,0,2,0
Karnataka,2004,Kidnap - For Revenge,29,4,0,5,0,0,11,2,29,0,1,10,6,1,18,0
Kerala,2004,Kidnap - For Revenge,13,0,0,2,1,1,4,0,13,2,0,3,2,1,9,1
Madhya Pradesh,2004,Kidnap - For Revenge,6,0,0,1,0,0,1,0,6,0,0,3,2,0,5,0
Maharashtra,2004,Kidnap - For Revenge,18,0,0,0,1,0,2,1,18,0,0,8,7,0,16,1
Manipur,2004,Kidnap - For Revenge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Meghalaya,2004,Kidnap - For Revenge,1,0,0,0,0,0,0,0,2,0,2,0,0,0,2,0
Mizoram,2004,Kidnap - For Revenge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2004,Kidnap - For Revenge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Odisha,2004,Kidnap - For Revenge,14,0,0,0,7,0,7,0,14,2,1,1,3,0,7,0
Punjab,2004,Kidnap - For Revenge,7,0,2,0,0,0,2,0,7,0,2,0,2,0,5,1
Rajasthan,2004,Kidnap - For Revenge,8,0,0,0,0,0,0,0,8,0,0,6,2,0,8,0
Tamil Nadu,2004,Kidnap - For Revenge,10,0,0,0,2,0,2,0,10,0,0,5,2,0,8,1
Tripura,2004,Kidnap - For Revenge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Uttar Pradesh,2004,Kidnap - For Revenge,271,1,1,1,2,0,5,0,271,14,33,135,68,11,266,5
West Bengal,2004,Kidnap - For Revenge,10,1,0,4,0,0,5,0,11,1,0,1,3,0,6,1
Andhra Pradesh,2004,Kidnap - For Sale,5,2,0,1,0,0,3,0,5,0,0,0,0,0,2,2
Arunachal Pradesh,2004,Kidnap - For Sale,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Assam,2004,Kidnap - For Sale,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bihar,2004,Kidnap - For Sale,3,1,0,2,0,0,3,0,3,0,0,0,0,0,0,0
Chhattisgarh,2004,Kidnap - For Sale,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Goa,2004,Kidnap - For Sale,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
Gujarat,2004,Kidnap - For Sale,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Himachal Pradesh,2004,Kidnap - For Sale,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Karnataka,2004,Kidnap - For Sale,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
Madhya Pradesh,2004,Kidnap - For Sale,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
Maharashtra,2004,Kidnap - For Sale,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0
Manipur,2004,Kidnap - For Sale,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Meghalaya,2004,Kidnap - For Sale,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mizoram,2004,Kidnap - For Sale,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2004,Kidnap - For Sale,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Odisha,2004,Kidnap - For Sale,2,0,0,2,0,0,2,0,2,0,0,0,0,0,0,0
Punjab,2004,Kidnap - For Sale,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
Rajasthan,2004,Kidnap - For Sale,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tamil Nadu,2004,Kidnap - For Sale,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tripura,2004,Kidnap - For Sale,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Uttar Pradesh,2004,Kidnap - For Sale,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
West Bengal,2004,Kidnap - For Sale,5,1,2,2,0,0,5,0,5,0,0,0,0,0,0,0
Andhra Pradesh,2004,Kidnap - For Selling Bodyparts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arunachal Pradesh,2004,Kidnap - For Selling Bodyparts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Assam,2004,Kidnap - For Selling Bodyparts,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
Bihar,2004,Kidnap - For Selling Bodyparts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chhattisgarh,2004,Kidnap - For Selling Bodyparts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gujarat,2004,Kidnap - For Selling Bodyparts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Himachal Pradesh,2004,Kidnap - For Selling Bodyparts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Karnataka,2004,Kidnap - For Selling Bodyparts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Madhya Pradesh,2004,Kidnap - For Selling Bodyparts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Maharashtra,2004,Kidnap - For Selling Bodyparts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Manipur,2004,Kidnap - For Selling Bodyparts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Meghalaya,2004,Kidnap - For Selling Bodyparts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mizoram,2004,Kidnap - For Selling Bodyparts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2004,Kidnap - For Selling Bodyparts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Odisha,2004,Kidnap - For Selling Bodyparts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Punjab,2004,Kidnap - For Selling Bodyparts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tamil Nadu,2004,Kidnap - For Selling Bodyparts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tripura,2004,Kidnap - For Selling Bodyparts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Uttar Pradesh,2004,Kidnap - For Selling Bodyparts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
West Bengal,2004,Kidnap - For Selling Bodyparts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andhra Pradesh,2004,Kidnap - For Slavery,26,4,0,12,0,0,16,0,26,8,1,0,0,0,10,1
Arunachal Pradesh,2004,Kidnap - For Slavery,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Assam,2004,Kidnap - For Slavery,33,0,0,14,8,0,22,0,33,0,0,8,1,2,11,0
Bihar,2004,Kidnap - For Slavery,10,0,0,0,0,0,0,0,10,0,0,5,5,0,10,0
Chhattisgarh,2004,Kidnap - For Slavery,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gujarat,2004,Kidnap - For Slavery,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Himachal Pradesh,2004,Kidnap - For Slavery,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Karnataka,2004,Kidnap - For Slavery,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Madhya Pradesh,2004,Kidnap - For Slavery,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Maharashtra,2004,Kidnap - For Slavery,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Manipur,2004,Kidnap - For Slavery,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Meghalaya,2004,Kidnap - For Slavery,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mizoram,2004,Kidnap - For Slavery,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2004,Kidnap - For Slavery,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Odisha,2004,Kidnap - For Slavery,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
Punjab,2004,Kidnap - For Slavery,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tamil Nadu,2004,Kidnap - For Slavery,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0
Tripura,2004,Kidnap - For Slavery,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Uttar Pradesh,2004,Kidnap - For Slavery,7,0,0,0,0,0,0,0,7,1,1,5,0,0,7,0
West Bengal,2004,Kidnap - For Slavery,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andhra Pradesh,2004,Kidnap - For Unlawful Activity,174,0,32,54,13,0,99,0,174,4,10,34,21,6,75,0
Arunachal Pradesh,2004,Kidnap - For Unlawful Activity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Assam,2004,Kidnap - For Unlawful Activity,103,0,0,0,0,0,0,0,103,0,0,66,36,1,103,0
Bihar,2004,Kidnap - For Unlawful Activity,158,0,0,0,0,0,0,0,158,0,0,89,64,5,158,0
Chhattisgarh,2004,Kidnap - For Unlawful Activity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Delhi,2004,Kidnap - For Unlawful Activity,14,2,9,1,0,0,14,2,15,0,0,0,0,1,1,0
Gujarat,2004,Kidnap - For Unlawful Activity,5,0,0,0,0,0,0,0,5,0,1,3,1,0,5,0
Haryana,2004,Kidnap - For Unlawful Activity,20,0,0,1,0,0,1,0,20,0,0,16,3,0,19,0
Himachal Pradesh,2004,Kidnap - For Unlawful Activity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,2004,Kidnap - For Unlawful Activity,9,0,0,2,0,0,2,0,9,0,0,7,0,0,7,0
Jharkhand,2004,Kidnap - For Unlawful Activity,13,0,0,0,0,0,0,0,13,1,0,12,0,0,13,0
Karnataka,2004,Kidnap - For Unlawful Activity,2,0,0,1,1,0,2,0,2,0,0,0,0,0,0,0
Kerala,2004,Kidnap - For Unlawful Activity,16,4,0,0,1,0,5,0,16,1,0,5,4,0,11,1
Madhya Pradesh,2004,Kidnap - For Unlawful Activity,5,0,0,0,0,0,0,0,5,0,0,4,1,0,5,0
Maharashtra,2004,Kidnap - For Unlawful Activity,31,2,5,2,1,0,12,2,32,0,0,5,13,1,20,1
Manipur,2004,Kidnap - For Unlawful Activity,38,0,0,0,0,0,0,0,48,0,0,14,27,7,48,0
Meghalaya,2004,Kidnap - For Unlawful Activity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mizoram,2004,Kidnap - For Unlawful Activity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2004,Kidnap - For Unlawful Activity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Odisha,2004,Kidnap - For Unlawful Activity,16,2,3,2,0,0,7,0,9,2,0,0,0,0,2,0
Puducherry,2004,Kidnap - For Unlawful Activity,2,0,0,0,0,0,0,0,2,0,0,0,1,1,2,0
Punjab,2004,Kidnap - For Unlawful Activity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tamil Nadu,2004,Kidnap - For Unlawful Activity,10,3,0,1,0,0,4,0,10,0,0,4,2,0,6,0
Tripura,2004,Kidnap - For Unlawful Activity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Uttar Pradesh,2004,Kidnap - For Unlawful Activity,3,0,0,3,0,0,3,0,3,0,0,0,0,0,0,0
Uttarakhand,2004,Kidnap - For Unlawful Activity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
West Bengal,2004,Kidnap - For Unlawful Activity,30,0,0,8,2,0,10,0,28,2,0,10,3,0,18,3
Andhra Pradesh,2005,Kidnap - For Adoption,3,0,0,2,0,0,3,1,3,0,0,0,0,0,0,0
Arunachal Pradesh,2005,Kidnap - For Adoption,2,2,0,0,0,0,2,0,2,0,0,0,0,0,0,0
Assam,2005,Kidnap - For Adoption,2,0,2,0,0,0,2,0,2,0,0,0,0,0,0,0
Bihar,2005,Kidnap - For Adoption,26,0,0,0,3,0,3,0,26,0,0,17,6,0,23,0
Chandigarh,2005,Kidnap - For Adoption,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chhattisgarh,2005,Kidnap - For Adoption,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Delhi,2005,Kidnap - For Adoption,2,0,0,0,0,0,1,1,2,0,0,0,0,0,1,1
Gujarat,2005,Kidnap - For Adoption,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Haryana,2005,Kidnap - For Adoption,17,5,5,1,0,0,11,0,18,1,2,3,0,0,7,1
Himachal Pradesh,2005,Kidnap - For Adoption,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,2005,Kidnap - For Adoption,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jharkhand,2005,Kidnap - For Adoption,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
Karnataka,2005,Kidnap - For Adoption,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
Madhya Pradesh,2005,Kidnap - For Adoption,6,5,1,0,0,0,6,0,6,0,0,0,0,0,0,0
Maharashtra,2005,Kidnap - For Adoption,12,0,7,0,0,0,8,1,12,0,0,1,0,0,4,3
Manipur,2005,Kidnap - For Adoption,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Meghalaya,2005,Kidnap - For Adoption,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mizoram,2005,Kidnap - For Adoption,3,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0
Nagaland,2005,Kidnap - For Adoption,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Odisha,2005,Kidnap - For Adoption,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Punjab,2005,Kidnap - For Adoption,2,0,0,0,0,0,0,0,2,0,0,0,0,0,2,2
Tamil Nadu,2005,Kidnap - For Adoption,33,0,0,24,0,0,24,0,33,0,0,0,9,0,9,0
Tripura,2005,Kidnap - For Adoption,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Uttar Pradesh,2005,Kidnap - For Adoption,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
West Bengal,2005,Kidnap - For Adoption,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andhra Pradesh,2005,Kidnap - For Begging,2,1,0,0,0,0,1,0,2,0,0,1,0,0,1,0
Arunachal Pradesh,2005,Kidnap - For Begging,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Assam,2005,Kidnap - For Begging,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bihar,2005,Kidnap - For Begging,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chandigarh,2005,Kidnap - For Begging,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chhattisgarh,2005,Kidnap - For Begging,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Delhi,2005,Kidnap - For Begging,2,0,0,0,0,0,1,1,3,0,0,0,0,0,2,2
Goa,2005,Kidnap - For Begging,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0
Gujarat,2005,Kidnap - For Begging,2,0,0,0,1,0,3,2,4,1,0,0,0,0,1,0
Haryana,2005,Kidnap - For Begging,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
Himachal Pradesh,2005,Kidnap - For Begging,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,2005,Kidnap - For Begging,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jharkhand,2005,Kidnap - For Begging,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Karnataka,2005,Kidnap - For Begging,4,2,0,0,0,0,2,0,4,2,0,0,0,0,2,0
Kerala,2005,Kidnap - For Begging,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
Madhya Pradesh,2005,Kidnap - For Begging,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Maharashtra,2005,Kidnap - For Begging,2,0,0,0,0,0,1,1,3,0,0,0,0,0,2,2
Manipur,2005,Kidnap - For Begging,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Meghalaya,2005,Kidnap - For Begging,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mizoram,2005,Kidnap - For Begging,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2005,Kidnap - For Begging,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Odisha,2005,Kidnap - For Begging,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Punjab,2005,Kidnap - For Begging,2,0,0,0,0,0,0,0,5,0,0,5,0,0,5,0
Tripura,2005,Kidnap - For Begging,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Uttar Pradesh,2005,Kidnap - For Begging,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Uttarakhand,2005,Kidnap - For Begging,1,0,0,0,0,0,0,0,2,0,0,0,0,0,2,2
West Bengal,2005,Kidnap - For Begging,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andhra Pradesh,2005,Kidnap - For Camel Racing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arunachal Pradesh,2005,Kidnap - For Camel Racing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Assam,2005,Kidnap - For Camel Racing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bihar,2005,Kidnap - For Camel Racing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chandigarh,2005,Kidnap - For Camel Racing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chhattisgarh,2005,Kidnap - For Camel Racing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gujarat,2005,Kidnap - For Camel Racing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Haryana,2005,Kidnap - For Camel Racing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Himachal Pradesh,2005,Kidnap - For Camel Racing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,2005,Kidnap - For Camel Racing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jharkhand,2005,Kidnap - For Camel Racing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Karnataka,2005,Kidnap - For Camel Racing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Madhya Pradesh,2005,Kidnap - For Camel Racing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Maharashtra,2005,Kidnap - For Camel Racing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Manipur,2005,Kidnap - For Camel Racing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Meghalaya,2005,Kidnap - For Camel Racing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mizoram,2005,Kidnap - For Camel Racing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2005,Kidnap - For Camel Racing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Odisha,2005,Kidnap - For Camel Racing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Punjab,2005,Kidnap - For Camel Racing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tripura,2005,Kidnap - For Camel Racing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Uttar Pradesh,2005,Kidnap - For Camel Racing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
West Bengal,2005,Kidnap - For Camel Racing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andhra Pradesh,2005,Kidnap - For Illicit Intercourse,58,9,20,21,4,0,55,1,58,0,0,3,0,0,3,0
Arunachal Pradesh,2005,Kidnap - For Illicit Intercourse,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
Assam,2005,Kidnap - For Illicit Intercourse,129,0,0,110,19,0,129,0,129,0,0,0,0,0,0,0
Bihar,2005,Kidnap - For Illicit Intercourse,31,2,10,19,0,0,31,0,31,0,0,0,0,0,0,0
Chandigarh,2005,Kidnap - For Illicit Intercourse,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chhattisgarh,2005,Kidnap - For Illicit Intercourse,33,13,11,4,0,0,28,0,33,1,0,2,2,0,5,0
Delhi,2005,Kidnap - For Illicit Intercourse,4,2,1,0,0,1,4,0,4,0,0,0,0,0,0,0
Gujarat,2005,Kidnap - For Illicit Intercourse,154,15,29,98,2,0,149,5,154,1,0,3,1,0,5,0
Haryana,2005,Kidnap - For Illicit Intercourse,68,8,11,18,31,0,68,0,69,1,0,0,0,0,1,0
Himachal Pradesh,2005,Kidnap - For Illicit Intercourse,5,1,1,1,2,0,5,0,5,0,0,0,0,0,0,0
Jammu & Kashmir,2005,Kidnap - For Illicit Intercourse,269,0,0,229,40,0,269,0,269,0,0,0,0,0,0,0
Jharkhand,2005,Kidnap - For Illicit Intercourse,40,1,0,11,4,0,16,0,40,0,0,4,20,0,24,0
Karnataka,2005,Kidnap - For Illicit Intercourse,3,1,0,2,0,0,3,0,3,0,0,0,0,0,0,0
Kerala,2005,Kidnap - For Illicit Intercourse,9,1,4,2,1,0,10,2,10,0,0,0,0,0,0,0
Madhya Pradesh,2005,Kidnap - For Illicit Intercourse,46,7,9,27,3,0,46,0,46,0,0,0,0,0,0,0
Maharashtra,2005,Kidnap - For Illicit Intercourse,49,11,23,10,3,0,47,0,50,1,0,0,1,0,3,1
Manipur,2005,Kidnap - For Illicit Intercourse,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Meghalaya,2005,Kidnap - For Illicit Intercourse,4,1,1,2,0,0,4,0,4,0,0,0,0,0,0,0
Mizoram,2005,Kidnap - For Illicit Intercourse,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2005,Kidnap - For Illicit Intercourse,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Odisha,2005,Kidnap - For Illicit Intercourse,83,0,0,83,0,0,83,0,83,0,0,0,0,0,0,0
Punjab,2005,Kidnap - For Illicit Intercourse,32,2,4,25,1,0,33,1,34,0,0,0,0,0,1,1
Rajasthan,2005,Kidnap - For Illicit Intercourse,12,2,1,9,0,0,12,0,12,0,0,0,0,0,0,0
